loan_id,member_id,loan_type,original_amount,interest_rate,term_months,origination_date,loan_status
LN-0001741,MBR-000181,Auto Loan,17106.08,17.58,48,2021-08-28,Current
LN-0001742,MBR-000755,Credit Card,3370.42,12.8,0,2023-06-09,Current
LN-0001743,MBR-000880,Personal Loan,2378.02,12.47,48,2018-07-09,Current
LN-0001744,MBR-001146,Auto Loan,8920.04,14.8,60,2019-09-01,Current
LN-0001745,MBR-000757,Auto Loan,48829.05,13.27,60,2024-05-14,Current
LN-0001746,MBR-000886,Home Equity,105127.99,15.24,60,2024-10-07,Current
LN-0001747,MBR-000603,Credit Card,6341.68,13.46,0,2018-07-26,Paid Off
LN-0001748,MBR-000883,Student Loan,33296.43,,240,2020-06-28,Current
LN-0001749,MBR-000634,Auto Loan,31283.06,5.8,60,2018-03-09,Current
LN-0001750,MBR-000875,Auto Loan,35173.28,6.17,72,2024-05-05,Delinquent
LN-0001751,MBR-000671,Personal Loan,20550.82,10.57,36,2022-08-19,Paid Off
LN-0001752,MBR-000113,Home Equity,51515.06,6.06,180,2020-09-13,Current
LN-0001753,MBR-000815,Auto Loan,28145.97,17.09,60,2024-09-21,Delinquent
LN-0001754,MBR-001052,Personal Loan,13051.68,11.46,48,2019-11-25,Current
LN-0001755,MBR-000039,Credit Card,10362.62,15.05,0,2018-12-08,Current
LN-0001756,MBR-000178,Auto Loan,25082.65,4.18,48,2020-08-21,Default
LN-0001757,MBR-001187,Home Equity,51160.45,9.6,60,2019-07-08,Current
LN-0001758,MBR-000508,Mortgage,305670.89,6.63,180,2019-10-09,Current
LN-0001759,MBR-001027,Credit Card,3115.52,3.59,0,2020-09-11,Current
LN-0001760,MBR-000497,Credit Card,-6227.18,14.52,0,2018-09-30,Current
LN-0001761,MBR-000994,Auto Loan,21931.16,11.46,72,2023-06-06,Current
LN-0001762,MBR-000038,Credit Card,14254.41,4.92,0,2023-06-14,Current
LN-0001763,MBR-000016,Home Equity,108185.3,13.01,180,2018-11-21,Paid Off
LN-0001764,MBR-000436,Credit Card,3025.38,7.76,0,2023-12-10,Current
LN-0001765,MBR-000986,Auto Loan,60049.29,8.03,72,2021-06-01,Current
LN-0001766,MBR-001132,Personal Loan,4200.98,5.54,24,2018-05-16,Default
LN-0001767,MBR-001065,Auto Loan,57565.5,17.03,48,2021-03-05,Current
LN-0001768,MBR-000344,Auto Loan,45965.74,3.68,60,2024-09-24,Default
LN-0001769,MBR-000479,Auto Loan,49953.56,8.58,72,2022-04-24,Current
LN-0001770,MBR-000181,Auto Loan,13627.51,10.28,60,2021-04-03,Current
LN-0001771,MBR-000792,Personal Loan,1637.74,14.36,12,2022-07-01,Current
LN-0001772,MBR-000960,Credit Card,11258.57,9.47,0,2024-09-14,Current
LN-0001773,MBR-000526,Credit Card,6768.5,6.89,0,2019-11-30,Current
LN-0001774,MBR-000693,Auto Loan,56856.41,7.6,36,2022-01-18,Delinquent
LN-0001775,MBR-000125,Home Equity,18708.27,8.17,120,2018-01-11,Current
LN-0001776,MBR-001003,Personal Loan,6584.44,10.7,36,2022-11-22,Current
LN-0001777,MBR-000466,Student Loan,53780.87,9.19,240,2021-04-19,Default
LN-0001778,MBR-000016,Auto Loan,59457.89,9.91,72,2024-09-02,Paid Off
LN-0001779,MBR-001157,Auto Loan,56264.8,11.43,48,2019-06-19,Current
LN-0001780,MBR-000396,Auto Loan,32349.13,6.33,72,2023-12-28,Current
LN-0001781,MBR-000367,Personal Loan,10629.51,4.43,48,2021-01-23,Default
LN-0001782,MBR-000101,Home Equity,51654.73,8.6,120,2024-05-10,Current
LN-0001783,MBR-000184,Auto Loan,62453.62,15.0,36,2023-01-09,Delinquent
LN-0001784,MBR-000165,Student Loan,45680.65,13.04,120,2024-06-23,Current
LN-0001785,MBR-000562,Credit Card,5361.39,9.4,0,2023-03-19,Current
LN-0001786,MBR-000549,Mortgage,352983.59,3.43,180,2024-05-16,Current
LN-0001787,MBR-000990,Credit Card,7267.17,15.08,0,2019-09-17,Delinquent
LN-0001788,MBR-000472,Personal Loan,13115.24,5.85,48,2019-07-11,Current
LN-0001789,MBR-000724,Mortgage,318403.16,3.82,240,2023-11-17,Current
LN-0001790,MBR-001022,Auto Loan,34139.04,5.99,48,2020-05-30,Current
LN-0001791,MBR-000033,Auto Loan,59365.07,3.94,48,2024-06-14,Current
LN-0001792,MBR-001083,Personal Loan,10218.98,11.24,36,2019-07-09,Delinquent
LN-0001793,MBR-000805,Credit Card,5528.65,13.8,0,2024-03-15,Delinquent
LN-0001794,MBR-000319,Personal Loan,9003.77,17.72,24,2020-08-19,Default
LN-0001795,MBR-000116,Credit Card,6459.67,6.32,0,2018-08-31,Current
LN-0001796,MBR-000402,Auto Loan,47275.01,8.48,72,2020-05-17,Current
LN-0001797,MBR-000445,Auto Loan,34184.09,7.61,60,2022-01-30,Current
LN-0001798,MBR-000628,Auto Loan,57661.98,17.04,36,2018-11-14,Current
LN-0001799,MBR-001163,Personal Loan,16397.08,5.92,12,2024-03-20,Current
LN-0001800,MBR-000776,Auto Loan,14250.66,8.82,48,2019-04-01,Current
LN-0001801,MBR-000356,Student Loan,54547.06,7.68,240,2024-09-08,Default
LN-0001802,MBR-000419,Personal Loan,16643.54,12.52,48,2022-03-15,Delinquent
LN-0001803,MBR-000005,Auto Loan,26016.81,5.23,60,2018-11-05,Delinquent
LN-0001804,MBR-000364,Student Loan,72326.36,4.21,180,2024-04-03,Current
LN-0001805,MBR-001031,Auto Loan,22306.66,17.71,48,2023-05-14,Current
LN-0001806,MBR-000632,Auto Loan,-10704.41,15.36,36,2021-01-05,Current
LN-0001807,MBR-000798,Auto Loan,9509.64,15.23,72,2020-09-19,Delinquent
LN-0001808,MBR-000302,credit card,12039.12,11.02,0,2024-09-14,Paid Off
LN-0001809,MBR-000159,Credit Card,4360.77,,0,2019-02-24,Current
LN-0001810,MBR-000392,Auto Loan,10513.7,16.69,36,2020-02-06,Paid Off
LN-0001811,MBR-001109,Personal Loan,24880.73,15.97,24,2019-07-02,Current
LN-0001812,MBR-000542,Home Equity,98308.4,7.78,120,2018-05-31,Default
LN-0001813,MBR-000928,Mortgage,176669.36,3.15,180,2018-10-04,Current
LN-0001814,MBR-000029,Mortgage,162450.05,5.2,180,2023-12-25,Paid Off
LN-0001815,MBR-000348,Mortgage,422844.57,4.45,360,2024-09-22,Current
LN-0001816,MBR-000437,Credit Card,13516.21,13.68,0,2024-08-26,Current
LN-0001817,MBR-001095,Credit Card,3530.15,9.93,0,2023-04-06,Current
LN-0001818,MBR-000559,Home Equity,87290.53,8.09,120,2020-07-30,Current
LN-0001819,MBR-000053,Credit Card,-8195.72,14.63,0,2022-04-19,Current
LN-0001820,MBR-000630,Home Equity,137472.23,9.2,120,2021-08-30,Default
LN-0001821,MBR-000596,Auto Loan,17416.09,5.48,60,2021-03-16,Paid Off
LN-0001822,MBR-000569,Personal Loan,8041.47,10.77,24,2021-08-10,Current
LN-0001823,MBR-000501,Personal Loan,11875.76,14.08,36,2018-06-05,Delinquent
LN-0001824,MBR-000743,Credit Card,5179.79,16.49,0,2020-10-29,Current
LN-0001825,MBR-000317,Personal Loan,5091.12,17.18,36,2022-09-14,Current
LN-0001826,MBR-001008,Credit Card,11706.45,15.86,0,2024-08-09,Delinquent
LN-0001827,MBR-000877,Personal Loan,4890.6,14.9,48,2023-07-27,Current
LN-0001828,MBR-000109,Auto Loan,-54736.16,13.14,60,2021-01-07,Current
LN-0001829,MBR-000702,Mortgage,110394.82,3.58,180,2022-08-27,Current
LN-0001830,MBR-001113,Personal Loan,17971.98,6.42,48,2022-03-17,Delinquent
LN-0001831,MBR-000640,Auto Loan,32760.01,5.93,60,2018-09-01,Current
LN-0001832,MBR-000540,Credit Card,1605.33,11.14,0,2023-11-23,Current
LN-0001833,MBR-000716,Student Loan,71982.61,6.23,120,2023-09-11,Current
LN-0001834,MBR-000175,Credit Card,12178.3,4.2,0,2020-04-08,Paid Off
LN-0001835,MBR-000766,Auto Loan,12949.72,12.93,48,2022-09-15,Delinquent
LN-0001836,MBR-000033,Mortgage,419671.23,3.39,240,2024-03-16,Current
LN-0001837,MBR-001189,Auto Loan,31683.74,14.01,72,2023-08-05,Paid Off
LN-0001838,MBR-000701,Credit Card,7114.03,8.01,0,2021-05-08,Current
LN-0001839,MBR-001033,Auto Loan,26856.95,15.98,60,2020-04-07,Current
LN-0001840,MBR-000287,Personal Loan,5903.65,8.07,24,2020-08-20,Delinquent
LN-0001841,MBR-000511,Auto Loan,61933.21,4.69,60,2018-10-14,Current
LN-0001842,MBR-000059,Personal Loan,4438.15,7.13,48,2019-07-22,Delinquent
LN-0001843,MBR-000218,Personal Loan,24977.79,14.32,36,2021-06-06,Delinquent
LN-0001844,MBR-000861,Student Loan,47186.53,7.05,180,2019-07-11,Current
LN-0001845,MBR-000112,Auto Loan,24066.79,9.83,60,2023-05-12,Paid Off
LN-0001846,MBR-000740,Mortgage,156310.7,5.08,180,2019-10-21,Current
LN-0001847,MBR-001146,Mortgage,111313.97,6.01,360,2024-08-11,Paid Off
LN-0001848,MBR-000787,Home Equity,60064.82,11.94,180,2024-07-19,Current
LN-0001849,MBR-000612,Personal Loan,19418.93,5.59,12,2018-05-04,Current
LN-0001850,MBR-001078,Personal Loan,13920.28,8.29,48,2018-02-08,Delinquent
LN-0001851,MBR-000710,Credit Card,2311.56,13.43,0,2023-01-24,Paid Off
LN-0001852,MBR-000868,Personal Loan,19210.49,17.32,12,2019-06-10,Paid Off
LN-0001853,MBR-000158,Personal Loan,22607.42,3.97,48,2020-09-15,Current
LN-0001854,MBR-000848,Auto Loan,45826.49,3.68,72,2024-08-03,Current
LN-0001855,MBR-000550,Personal Loan,8766.73,6.07,36,2021-03-28,Current
LN-0001856,MBR-000413,Credit Card,11524.07,14.44,0,2023-08-19,Current
LN-0001857,MBR-000802,Mortgage,267993.41,4.56,360,2023-04-02,Current
LN-0001858,MBR-000166,Credit Card,6511.45,17.79,0,2018-06-26,Current
LN-0001859,MBR-000835,Mortgage,206404.99,6.97,240,2019-05-05,Delinquent
LN-0001860,MBR-000685,Personal Loan,5509.11,5.41,36,2018-11-02,Current
LN-0001861,MBR-000264,Auto Loan,16283.49,13.78,72,2021-07-01,Current
LN-0001862,MBR-001134,Personal Loan,12561.64,14.43,48,2020-03-22,Current
LN-0001863,MBR-001014,Mortgage,176152.19,3.92,360,2020-01-21,Current
LN-0001864,MBR-000513,Auto Loan,8246.49,5.25,72,2021-02-27,Current
LN-0001865,MBR-000800,Auto Loan,14151.39,,72,2020-09-25,Current
LN-0001866,MBR-000709,Auto Loan,30133.47,9.59,48,2019-12-13,Current
LN-0001867,MBR-000723,personal loan,9969.12,12.49,36,2019-11-12,Delinquent
LN-0001868,MBR-000611,Credit Card,-12652.39,13.79,0,2019-10-15,Current
LN-0001869,MBR-001073,Auto Loan,33335.89,16.04,72,2020-04-27,Delinquent
LN-0001870,MBR-000700,Credit Card,1672.52,11.57,0,2018-02-22,Paid Off
LN-0001871,MBR-000880,Credit Card,10252.69,13.94,0,2023-09-02,Delinquent
LN-0001872,MBR-000686,Auto Loan,45017.96,13.14,36,2019-02-26,Current
LN-0001873,MBR-000993,Credit Card,935.29,17.12,0,2022-10-03,Current
LN-0001874,MBR-000623,Personal Loan,13170.84,12.93,24,2022-08-24,Paid Off
LN-0001875,MBR-000395,Auto Loan,46980.5,12.36,48,2024-09-28,Current
LN-0001876,MBR-000448,Personal Loan,17523.88,13.16,12,2020-04-02,Current
LN-0001877,MBR-000918,Student Loan,29751.68,10.05,120,2024-07-12,Current
LN-0001878,MBR-000512,Auto Loan,30960.08,10.09,36,2023-02-12,Delinquent
LN-0001879,MBR-000311,Auto Loan,56696.03,7.74,36,2023-08-13,Current
LN-0001880,MBR-001040,Mortgage,142621.87,3.02,360,2018-10-30,Current
LN-0001881,MBR-000550,Mortgage,171054.0,6.27,240,2021-12-12,Current
LN-0001882,MBR-000342,Student Loan,57735.37,15.17,180,2019-03-21,Default
LN-0001883,MBR-001155,Home Equity,18199.22,15.93,60,2024-04-23,Current
LN-0001884,MBR-000525,Home Equity,58178.38,10.46,120,2022-06-07,Current
LN-0001885,MBR-000895,Personal Loan,9158.47,14.77,12,2024-07-14,Default
LN-0001886,MBR-000909,Mortgage,132409.42,3.94,360,2022-02-02,Paid Off
LN-0001887,MBR-000032,Student Loan,48438.01,7.63,120,2023-02-26,Current
LN-0001888,MBR-000471,Personal Loan,17931.36,,12,2022-12-01,Current
LN-0001889,MBR-000458,Student Loan,58396.72,11.48,240,2019-02-15,Paid Off
LN-0001890,MBR-000875,Personal Loan,12441.66,17.69,48,2019-11-03,Paid Off
LN-0001891,MBR-000513,Mortgage,445163.0,4.69,240,2023-06-02,Current
LN-0001892,MBR-000712,Personal Loan,21570.77,10.61,36,2020-03-04,Current
LN-0001893,MBR-000923,Auto Loan,21907.36,9.19,36,2024-08-15,Paid Off
LN-0001894,MBR-001126,Home Equity,81845.82,17.52,180,2018-07-25,Delinquent
LN-0001895,MBR-000120,Credit Card,5292.48,17.72,0,2024-08-12,Delinquent
LN-0001896,MBR-000558,Student Loan,63301.63,16.47,240,2018-05-14,Current
LN-0001897,MBR-000602,Personal Loan,20967.59,12.32,48,2018-02-23,Current
LN-0001898,MBR-000072,Personal Loan,13457.26,17.1,36,2022-05-27,Current
LN-0001899,MBR-001017,Auto Loan,56139.31,14.42,48,2024-06-08,Current
LN-0001900,MBR-000220,Mortgage,197644.04,5.59,240,2018-10-05,Current
LN-0001901,MBR-000602,Auto Loan,45636.84,12.74,48,2022-01-08,Current
LN-0001902,MBR-000086,Auto Loan,28142.25,7.85,36,2024-06-24,Current
LN-0001903,MBR-000643,Mortgage,309935.62,6.32,360,2018-05-29,Delinquent
LN-0001904,MBR-001111,Home Equity,106716.48,17.82,120,2022-10-29,Current
LN-0001905,MBR-001073,Mortgage,198467.05,,180,2020-04-07,Delinquent
LN-0001906,MBR-000964,Mortgage,277488.65,4.29,360,2020-03-07,Current
LN-0001907,MBR-001165,Home Equity,100541.27,16.15,120,2018-02-04,Current
LN-0001908,MBR-000010,Personal Loan,9358.02,7.98,12,2024-03-06,Current
LN-0001909,MBR-000963,Mortgage,100897.74,4.97,240,2022-07-21,Default
LN-0001910,MBR-001145,Mortgage,129866.29,3.15,180,2018-08-30,Paid Off
LN-0001911,MBR-000897,Auto Loan,-28378.74,12.55,48,2020-09-02,Delinquent
LN-0001912,MBR-001002,Mortgage,120982.76,6.92,180,2020-12-26,Delinquent
LN-0001913,MBR-000700,Credit Card,7247.35,6.25,0,2021-02-28,Current
LN-0001914,MBR-000195,Home Equity,56738.62,6.82,120,2019-12-29,Current
LN-0001915,MBR-001062,Mortgage,443746.33,4.45,360,2022-09-14,Delinquent
LN-0001916,MBR-000231,Credit Card,5796.85,5.01,0,2019-04-05,Current
LN-0001917,MBR-001113,Credit Card,1581.23,10.17,0,2022-09-19,Current
LN-0001918,MBR-001090,Auto Loan,42685.64,6.43,48,2018-10-05,Default
LN-0001919,MBR-000364,Credit Card,5140.56,17.32,0,2020-10-15,Paid Off
LN-0001920,MBR-000416,Home Equity,130304.89,14.77,180,2019-09-10,Current
LN-0001921,MBR-000658,Personal Loan,9136.04,8.09,36,2023-04-12,Default
LN-0001922,MBR-001097,Mortgage,384838.33,3.91,180,2021-01-08,Paid Off
LN-0001923,MBR-000774,Auto Loan,37944.08,13.24,48,2023-09-26,Paid Off
LN-0001924,MBR-000514,Personal Loan,18360.14,6.11,24,2023-04-07,Current
LN-0001925,MBR-000962,Mortgage,244243.15,6.92,180,2022-08-20,Current
LN-0001926,MBR-000318,Auto Loan,40598.94,,48,2020-07-02,Current
LN-0001927,MBR-000803,Auto Loan,21717.22,11.91,36,2023-08-18,Current
LN-0001928,MBR-000337,Personal Loan,-22540.98,16.37,24,2018-12-17,Current
LN-0001929,MBR-000461,Auto Loan,59561.0,5.8,48,2022-11-01,Current
LN-0001930,MBR-000632,Student Loan,48467.9,14.45,180,2022-01-15,Current
LN-0001931,MBR-000895,Home Equity,27471.1,5.64,180,2022-02-10,Current
LN-0001932,MBR-001099,Personal Loan,8012.13,12.56,36,2022-12-01,Current
LN-0001933,MBR-001103,Auto Loan,9156.23,5.96,60,2024-02-08,Current
LN-0001934,MBR-000810,Personal Loan,22002.91,6.6,24,2018-11-16,Current
LN-0001935,MBR-000086,Auto Loan,16988.75,9.21,48,2023-10-07,Delinquent
LN-0001936,MBR-000639,Mortgage,270759.67,6.64,360,2023-08-09,Current
LN-0001937,MBR-000491,Auto Loan,45163.88,6.73,36,2020-07-25,Paid Off
LN-0001938,MBR-000844,Auto Loan,29394.69,6.09,48,2023-11-17,Current
LN-0001939,MBR-000006,Mortgage,202577.55,5.77,240,2019-09-16,Current
LN-0001940,MBR-000004,Mortgage,275008.02,3.36,240,2022-08-26,Delinquent
LN-0001941,MBR-000798,Credit Card,4794.82,12.07,0,2022-12-17,Current
LN-0001942,MBR-000217,Student Loan,58929.18,16.42,120,2021-07-03,Current
LN-0001943,MBR-001118,Mortgage,198196.33,5.12,180,2019-08-28,Paid Off
LN-0001944,MBR-000561,Auto Loan,20053.18,11.11,48,2021-11-20,Current
LN-0001945,MBR-000139,Mortgage,85665.32,5.09,180,2023-10-14,Current
LN-0001946,MBR-000709,Mortgage,357140.76,6.78,240,2022-12-26,Current
LN-0001947,MBR-000408,Credit Card,7744.43,4.67,0,2024-06-12,Delinquent
LN-0001948,MBR-001153,Student Loan,-69977.47,13.58,180,2024-06-29,Current
LN-0001949,MBR-001125,auto loan,52809.89,6.12,60,2019-07-23,Current
LN-0001950,MBR-000324,Personal Loan,11322.67,8.35,12,2021-09-03,Delinquent
LN-0001951,MBR-000571,Home Equity,96019.3,6.86,180,2021-04-24,Current
LN-0001952,MBR-000749,Auto Loan,51072.98,10.55,72,2019-09-15,Delinquent
LN-0001953,MBR-000606,Auto Loan,60017.76,17.26,48,2023-05-28,Current
LN-0001954,MBR-000545,Auto Loan,49686.51,14.48,36,2020-02-22,Current
LN-0001955,MBR-000197,Auto Loan,31453.49,7.06,48,2024-08-16,Current
LN-0001956,MBR-000118,Credit Card,4449.54,13.23,0,2019-03-10,Current
LN-0001957,MBR-000433,Personal Loan,5089.49,4.36,12,2023-06-03,Current
LN-0001958,MBR-000220,Home Equity,78674.85,10.52,120,2018-02-10,Current
LN-0001959,MBR-001033,Home Equity,138573.15,11.18,120,2023-06-17,Delinquent
LN-0001960,MBR-000830,Personal Loan,1117.89,5.46,48,2022-03-31,Delinquent
LN-0001961,MBR-000540,Auto Loan,8380.76,5.03,36,2020-03-01,Current
LN-0001962,MBR-000272,Credit Card,10336.52,11.99,0,2018-01-20,Current
LN-0001963,MBR-000038,Auto Loan,42638.92,13.77,72,2022-12-12,Current
LN-0001964,MBR-001145,Student Loan,21277.13,14.24,180,2020-03-15,Current
LN-0001965,MBR-001134,Auto Loan,27283.27,10.57,60,2019-10-04,Current
LN-0001966,MBR-000451,Auto Loan,62510.15,14.56,60,2020-09-11,Current
LN-0001967,MBR-000086,Mortgage,278800.63,4.56,180,2024-09-23,Delinquent
LN-0001968,MBR-000062,Auto Loan,22475.65,15.24,72,2021-06-01,Current
LN-0001969,MBR-000921,Credit Card,1035.64,14.53,0,2024-06-16,Paid Off
LN-0001970,MBR-000798,Student Loan,30229.4,10.45,180,2020-08-12,Current
LN-0001971,MBR-000514,Auto Loan,34798.09,16.67,72,2024-01-27,Paid Off
LN-0001972,MBR-000042,Auto Loan,14241.81,13.28,60,2022-10-25,Current
LN-0001973,MBR-000331,Credit Card,13518.72,10.79,0,2023-02-03,Delinquent
LN-0001974,MBR-000207,Personal Loan,13151.21,6.13,48,2020-10-09,Current
LN-0001975,MBR-000680,Personal Loan,14342.36,13.85,48,2019-03-29,Paid Off
LN-0001976,MBR-001125,Credit Card,8521.79,5.58,0,2019-11-12,Default
LN-0001977,MBR-001043,Personal Loan,16564.56,7.24,12,2022-07-15,Current
LN-0001978,MBR-001148,Credit Card,13197.18,6.3,0,2018-09-10,Delinquent
LN-0001979,MBR-000254,Mortgage,216311.72,4.82,240,2018-03-31,Current
LN-0001980,MBR-000523,Mortgage,421127.42,3.43,360,2021-06-05,Current
LN-0001981,MBR-000911,Personal Loan,2083.26,6.96,12,2018-07-28,Delinquent
LN-0001982,MBR-000996,Auto Loan,31434.07,14.24,48,2024-04-20,Current
LN-0001983,MBR-000929,Student Loan,60698.05,7.25,240,2023-06-12,Current
LN-0001984,MBR-000236,Credit Card,9810.11,12.15,0,2022-08-11,Current
LN-0001985,MBR-000751,Mortgage,389250.42,6.76,360,2020-09-23,Paid Off
LN-0001986,MBR-000661,Auto Loan,41457.24,13.59,60,2024-08-14,Current
LN-0001987,MBR-001144,Personal Loan,18153.17,,12,2023-05-02,Current
LN-0001988,MBR-000324,Personal Loan,23898.19,4.35,36,2019-05-11,Current
LN-0001989,MBR-000953,Personal Loan,12527.12,18.0,48,2019-03-29,Paid Off
LN-0001990,MBR-000960,Auto Loan,32508.55,14.25,60,2018-02-07,Current
LN-0001991,MBR-000940,Auto Loan,49079.91,16.79,60,2020-05-12,Current
LN-0001992,MBR-000946,Personal Loan,23390.14,5.94,48,2018-05-22,Current
LN-0001993,MBR-000476,Mortgage,197869.91,4.39,240,2021-01-22,Paid Off
LN-0001994,MBR-000787,Credit Card,14838.03,10.93,0,2020-04-16,Current
LN-0001995,MBR-000719,Auto Loan,54349.05,9.2,36,2020-08-31,Current
LN-0001996,MBR-000192,Credit Card,2743.57,14.68,0,2022-11-05,Current
LN-0001997,MBR-000009,Personal Loan,18661.2,6.09,24,2019-04-12,Delinquent
LN-0001998,MBR-000459,Home Equity,142581.42,10.76,120,2018-10-28,Current
LN-0001999,MBR-000492,Student Loan,43947.04,17.33,180,2020-07-07,Current
LN-0002000,MBR-001143,Credit Card,13732.97,11.62,0,2022-01-01,Current
LN-0002001,MBR-000062,Personal Loan,24829.68,8.54,36,2023-08-01,Current
LN-0002002,MBR-000074,Mortgage,276692.97,7.0,240,2021-03-30,Current
LN-0002003,MBR-001194,Credit Card,14526.08,11.42,0,2019-12-11,Paid Off
LN-0002004,MBR-000818,Auto Loan,32560.48,4.01,48,2021-10-03,Delinquent
LN-0002005,MBR-000915,Home Equity,64036.27,16.06,60,2023-04-29,Default
LN-0002006,MBR-000354,Personal Loan,-5749.25,14.6,36,2021-10-01,Current
LN-0002007,MBR-000867,Home Equity,30119.8,17.1,120,2019-01-01,Current
LN-0002008,MBR-000884,Credit Card,4099.79,15.28,0,2020-12-07,Paid Off
LN-0002009,MBR-000195,Student Loan,5180.83,7.41,240,2019-03-19,Current
LN-0002010,MBR-000559,Auto Loan,55884.05,12.22,60,2020-10-05,Current
LN-0002011,MBR-000245,Credit Card,13466.5,10.97,0,2024-09-29,Current
LN-0002012,MBR-001055,Mortgage,299324.86,,240,2023-09-12,Current
LN-0002013,MBR-000052,Personal Loan,1799.95,15.66,12,2018-07-17,Current
LN-0002014,MBR-001062,Home Equity,103734.32,15.25,180,2024-08-14,Current
LN-0002015,MBR-000141,Auto Loan,47994.35,11.74,72,2018-04-01,Paid Off
LN-0002016,MBR-000596,Student Loan,77209.38,15.53,180,2019-08-14,Current
LN-0002017,MBR-001160,Mortgage,150354.0,6.5,180,2023-02-16,Delinquent
LN-0002018,MBR-000540,Mortgage,335389.66,4.44,180,2019-12-07,Current
LN-0002019,MBR-000162,Home Equity,50061.74,9.77,120,2021-12-20,Current
LN-0002020,MBR-000726,Personal Loan,21654.9,10.93,12,2020-05-14,Current
LN-0002021,MBR-000621,Auto Loan,36574.64,13.29,72,2021-04-05,Current
LN-0002022,MBR-000296,Credit Card,10743.42,11.67,0,2020-02-18,Delinquent
LN-0002023,MBR-000967,Student Loan,79491.32,16.45,240,2023-06-27,Current
LN-0002024,MBR-000446,Home Equity,91748.91,15.31,120,2023-07-01,Current
LN-0002025,MBR-000662,Credit Card,3401.13,7.06,0,2023-10-24,Current
LN-0002026,MBR-000289,Home Equity,78966.52,11.19,180,2024-02-14,Paid Off
LN-0002027,MBR-000785,Personal Loan,15717.39,6.08,48,2019-08-05,Paid Off
LN-0002028,MBR-001104,Auto Loan,53953.43,10.32,48,2020-11-07,Current
LN-0002029,MBR-000706,Student Loan,52608.55,10.32,240,2018-05-15,Current
LN-0002030,MBR-000275,Credit Card,757.34,15.98,0,2018-11-27,Delinquent
LN-0002031,MBR-000037,Auto Loan,30034.76,14.5,60,2020-12-31,Current
LN-0002032,MBR-000578,Home Equity,98873.46,3.94,60,2020-02-02,Paid Off
LN-0002033,MBR-000875,Student Loan,69255.88,12.74,180,2022-09-25,Current
LN-0002034,MBR-000279,Credit Card,10830.24,4.92,0,2021-04-24,Current
LN-0002035,MBR-001143,Auto Loan,9017.09,4.73,72,2023-04-05,Delinquent
LN-0002036,MBR-000386,Credit Card,11331.14,7.6,0,2021-08-22,Current
LN-0002037,MBR-000263,Personal Loan,19340.23,10.41,24,2023-02-11,Current
LN-0002038,MBR-000219,Home Equity,85357.38,16.22,60,2019-01-17,Current
LN-0002039,MBR-000072,Auto Loan,29572.32,11.2,72,2023-12-29,Current
LN-0002040,MBR-000033,Credit Card,12039.41,7.64,0,2024-08-04,Delinquent
LN-0002041,MBR-000638,Personal Loan,12395.29,16.27,24,2024-08-12,Current
